877,555,12
444,602,12
760,197,12
582,293,12
955,99,12
49,763,12
612,416,12
813,722,12
116,410,12
954,66,12
30,414,12
668,645,12
193,635,12
31,568,12
238,713,12
779,714,12
737,243,12
48,556,12
455,48,12
493,503,12
588,484,12
125,182,12
416,544,12
279,758,12
372,100,12
458,765,12
87,196,12
60,88,12
202,261,12
623,626,12
320,265,12
71,199,12
154,36,12
940,85,12
535,65,12
965,619,12
866,364,12
479,612,12
141,381,12
985,444,12
862,28,12
437,167,12
106,153,12
75,206,12
123,329,12
284,743,12
699,69,12
40,346,12
675,299,12
769,514,12
480,496,12
945,623,12
905,699,12
894,145,12
431,39,12
687,351,12
313,391,12
73,517,12
821,21,12
911,695,12
26,216,12
325,417,12
514,481,12
452,694,12
677,461,12
751,244,12
919,634,12
172,273,12
621,76,12
352,631,12
529,676,12
841,711,12
682,195,12
353,777,12
858,392,12
755,735,12
247,27,12
185,185,12
35,733,12
243,600,12
338,535,12
910,16,12
461,79,12
576,696,12
25,466,12
966,188,12
906,217,12
729,425,12
409,776,12
931,633,12
