278,543,6
283,499,6
431,373,6
557,227,6
491,413,6
192,595,6
780,568,6
530,430,6
877,603,6
675,561,6
507,335,6
932,381,6
499,63,6
785,134,6
850,468,6
230,124,6
742,426,6
569,428,6
836,371,6
190,599,6
812,655,6
440,528,6
722,347,6
493,559,6
368,77,6
558,716,6
731,507,6
518,695,6
138,205,6
266,642,6
352,706,6
96,570,6
905,67,6
411,743,6
567,598,6
300,721,6
324,696,6
553,76,6
110,780,6
31,656,6
599,494,6
228,672,6
155,173,6
257,18,6
107,548,6
191,589,6
543,34,6
605,619,6
265,26,6
695,141,6
881,128,6
834,66,6
618,171,6
685,37,6
861,639,6
897,567,6
864,533,6
492,176,6
241,96,6
198,607,6
