81,321,12
913,774,12
383,676,12
560,21,12
214,75,12
686,58,12
601,412,12
784,39,12
418,255,12
864,666,12
154,526,12
437,690,12
386,424,12
49,132,12
615,768,12
785,156,12
298,275,12
430,52,12
288,413,12
499,668,12
148,53,12
297,681,12
896,233,12
656,563,12
403,533,12
248,119,12
443,460,12
557,390,12
860,376,12
440,632,12
773,399,12
340,744,12
132,578,12
149,193,12
35,475,12
307,455,12
922,329,12
350,582,12
434,157,12
585,212,12
436,72,12
113,384,12
179,466,12
667,613,12
636,408,12
934,59,12
535,324,12
114,180,12
399,547,12
587,361,12
83,636,12
810,704,12
593,267,12
725,574,12
769,577,12
692,556,12
47,742,12
625,347,12
603,427,12
361,772,12
