102,453,18
595,256,18
570,392,18
192,311,18
355,412,18
464,99,18
587,78,18
654,491,18
731,773,18
249,524,18
116,310,18
657,419,18
297,721,18
667,547,18
960,763,18
500,357,18
785,23,18
826,593,18
648,391,18
912,767,18
363,103,18
655,640,18
910,361,18
516,124,18
527,444,18
183,34,18
612,18,18
137,493,18
443,54,18
796,158,18
534,570,18
780,648,18
507,766,18
752,615,18
489,234,18
55,115,18
255,106,18
836,168,18
48,367,18
508,138,18
348,528,18
843,26,18
579,203,18
210,201,18
314,658,18
490,268,18
725,324,18
403,68,18
115,552,18
720,62,18
688,235,18
317,711,18
361,22,18
359,681,18
702,37,18
613,595,18
123,61,18
553,238,18
399,257,18
323,75,18
