255,655,6
762,346,6
489,323,6
351,660,6
104,724,6
988,673,6
266,502,6
538,556,6
981,183,6
36,414,6
304,431,6
363,29,6
791,701,6
349,48,6
215,678,6
885,561,6
931,788,6
229,272,6
202,125,6
639,354,6
13,412,6
41,612,6
64,207,6
799,133,6
108,630,6
964,184,6
46,215,6
259,599,6
596,703,6
944,255,6
183,79,6
928,181,6
983,610,6
207,775,6
497,271,6
404,349,6
853,228,6
863,237,6
76,611,6
769,83,6
646,507,6
73,491,6
101,583,6
545,784,6
472,782,6
117,605,6
319,401,6
511,696,6
25,372,6
609,590,6
161,404,6
715,550,6
933,213,6
386,33,6
969,664,6
801,581,6
781,753,6
65,199,6
249,598,6
122,758,6
959,358,6
544,516,6
932,132,6
242,107,6
411,720,6
555,527,6
571,194,6
573,40,6
100,608,6
405,607,6
757,113,6
939,622,6
283,432,6
682,438,6
71,690,6
629,542,6
668,584,6
653,492,6
512,247,6
834,50,6
436,343,6
855,74,6
649,479,6
963,624,6
42,577,6
700,320,6
75,304,6
833,400,6
91,566,6
966,564,6
